"RecOrigin","RecFlags","RecVrsn","Manufacturer","Model","SysType","UnitType","ClgCap","HtgCap","PowerCode","Series","MixPipeId","VapPipeId","Height","Width","Depth","Weight","MaxPipeLen","MaxPipeHeight"
"MITS","","2332","MITS","MUY-GX30NL","A","OS","30600","0","A","A","0375","0625","35","33","13","116","100","50"
"MITS","","2332","MITS","MUY-GX36NL","A","OS","33800","0","A","A","0375","0625","35","33","13","116","100","50"
"MITS","","2332","MITS","MXZ-3D24NL","H","OM","22000","25000","A","A","0250","0500","31","37","13","137","230","49"
"MITS","","2332","MITS","MXZ-3D30N-LHZ","H","OM","28600","28600","A","A","0250","0500","31","37","13","152","230","49"
"MITS","","2332","MITS","MXZ-4D30NL","H","OM","28600","28600","A","A","0250","0500","31","37","13","137","230","49"
"MITS","","2332","MITS","MXZ-5D36NL","H","OM","35400","36000","A","A","0250","0500","31","37","13","152","230","49"
"MITS","","2332","MITS","MXZ-5D42NL","H","OM","40500","45000","A","A","0250","0500","41","37","13","152","262","49"
"MITS","","2332","MITS","MXZ-SM36NL","H","OM","36000","41000","A","A","0375","0625","53","42","13","250","787","164"
"MITS","","2332","MITS","MXZ-SM36NLZ","H","OM","36000","42000","A","A","0375","0625","53","42","13","283","492","164"
"MITS","","2332","MITS","MXZ-SM42NLZ","H","OM","42000","48000","A","A","0375","0625","53","42","13","283","492","164"
"MITS","","2332","MITS","MXZ-SM48NL","H","OM","48000","50000","A","A","0375","0625","53","42","13","250","787","164"
"MITS","","2332","MITS","MXZ-SM48NLZ","H","OM","48000","54000","A","A","0375","0625","53","42","13","283","492","164"
"MITS","","2332","MITS","MXZ-SM60NL","H","OM","60000","66000","A","A","0375","0750","53","42","13","278","262","164"
"MITS","","2332","MITS","PCA-AK24NL","H","IU","21800","28000","A","A","0375","0625","9","50","27","71","165","100"
"MITS","","2332","MITS","PCA-AK30NL","H","IU","28200","34000","A","A","0375","0625","9","50","27","71","165","100"
"MITS","","2332","MITS","PCA-AK36NL","H","IU","36000","40000","A","A","0375","0625","9","63","27","79","165","100"
"MITS","","2332","MITS","PCA-AK42NL","H","IU","42000","48000","A","A","0375","0625","9","63","27","86","165","100"
"MITS","","2332","MITS","PKA-AK24NL","H","IW","24000","28000","A","A","0375","0625","14","46","12","46","165","100"
"MITS","","2332","MITS","PKA-AK30NL","H","IW","30000","34000","A","A","0375","0625","14","46","12","46","165","100"
"MITS","","2332","MITS","PKA-AK36NL","H","IW","33600","40000","A","A","0375","0625","14","46","12","46","165","100"
"MITS","","2332","MITS","PKA-AL12NL","H","IW","12000","18000","A","A","0250","0500","12","35","10","28","100","100"
"MITS","","2332","MITS","PKA-AL18NL","H","IW","18000","22000","A","A","0250","0500","12","35","10","28","100","100"
"MITS","","2332","MITS","PKA-AL24NL","H","IW","24000","28000","A","A","0375","0625","14","46","12","46","165","100"
"MITS","","2332","MITS","PKA-AL30NL","H","IW","30000","34000","A","A","0375","0625","14","46","12","46","165","100"
"MITS","","2332","MITS","PKA-AL36NL","H","IW","33400","40000","A","A","0375","0625","14","46","12","46","165","100"
"MITS","","2332","MITS","PLA-AE12NL","H","IC","12000","20000","A","A","0250","0500","10","33","33","46","100","100"
"MITS","","2332","MITS","PLA-AE18NL","H","IC","18000","23000","A","A","0250","0500","10","33","33","46","100","100"
"MITS","","2332","MITS","PLA-AE24NL","H","IC","24000","29000","A","A","0375","0625","12","33","33","57","165","100"
"MITS","","2332","MITS","PLA-AE30NL","H","IC","27000","32600","A","A","0375","0625","12","33","33","57","165","100"
"MITS","","2332","MITS","PLA-AE36NL","H","IC","36000","40000","A","A","0375","0625","12","33","33","57","165","100"
"MITS","","2332","MITS","PLA-AE42NL","H","IC","42000","48000","A","A","0375","0625","12","33","33","57","165","100"
"MITS","","2332","MITS","PLA-AE48NL","H","IC","48000","60000","A","A","0375","0625","12","33","33","57","245","100"
"MITS","","2332","MITS","PUY-AH24NL","A","OS","24000","0","A","A","0375","0625","37","37","14","155","225","100"
"MRCL","","2333","MRCL","A-09-HP-C-230D","H","OS","9000","10000","A","A","0250","0375","22","30","12","55","82","33"
"MRCL","","2333","MRCL","A-09-HP-WMAH-115D","H","IW","9000","10000","D","A","0250","0375","11","28","7","17","82","33"
"MRCL","","2333","MRCL","A-09-HP-WMAH-230D","H","IW","9000","10000","A","A","0250","0375","11","28","7","17","82","33"
"MRCL","","2333","MRCL","A-12-HP-C-115D","H","OS","12000","12000","D","A","0250","0500","22","30","12","62","82","33"
"MRCL","","2333","MRCL","A-12-HP-C-230D","H","OS","12000","12000","A","A","0250","0500","22","32","12","59","82","33"
"MRCL","","2333","MRCL","A-12-HP-WMAH-115D","H","IW","12000","12000","D","A","0250","0500","12","32","7","20","82","33"
"MRCL","","2333","MRCL","A-12-HP-WMAH-230D","H","IW","12000","12000","A","A","0250","0500","12","32","7","20","82","33"
"MRCL","","2333","MRCL","A-18-HP-C-230D","H","OS","18000","18800","A","A","0250","0500","22","38","13","73","98","66"
"MRCL","","2333","MRCL","A-18-HP-WMAH-230D","H","IW","18000","18800","A","A","0200","0500","13","38","8","24","98","66"
"MRCL","","2333","MRCL","A-24-HP-C-230D","H","OS","24000","24000","A","A","0375","0625","27","43","13","95","164","82"
"MRCL","","2333","MRCL","A-24-HP-WMAH-230D","H","IW","24000","24000","A","A","0375","0625","13","43","9","30","164","82"
"MRCL","","2333","MRCL","A-36-HP-C-230D","H","OS","36000","36000","A","A","0375","0625","32","50","16","150","213","98"
"MRCL","","2333","MRCL","A-36-HP-WMAH-230D","H","IW","36000","36000","A","A","0375","0625","14","50","11","40","213","98"
"MRCL","","2333","MRCL","EZPRO-09-HP-WMAH-115D-0","H","IW","9000","10000","D","A","0250","0375","12","29","8","24","82","33"
"MRCL","","2333","MRCL","EZPRO-09-HP-WMAH-C-11516D-0","H","OS","9000","10000","D","A","0250","0375","20","28","11","55","82","33"
"MRCL","","2333","MRCL","EZPRO-12-HP-WMAH-115D-0","H","IW","12000","12000","D","A","0250","0375","12","32","8","25","82","33"
"MRCL","","2333","MRCL","EZPRO-12-HP-WMAH-C-11516D-0","H","OS","12000","12000","D","A","0250","0375","20","28","11","55","82","33"
"MRCL","","2333","MRCL","EZPRO-18-HP-WMAH-230D-0","H","IW","18000","18800","A","A","0250","0500","13","38","9","31","98","66"
"MRCL","","2333","MRCL","EZPRO-18-HP-WMAH-C-23016D-0","H","OS","18000","18800","A","A","0250","0500","22","30","12","63","98","66"
"MRCL","","2333","MRCL","EZPRO-24-HP-WMAH-230D-0","H","IW","24000","24000","A","A","0375","0625","13","43","9","36","164","82"
"MRCL","","2333","MRCL","EZPRO-24-HP-WMAH-C-23016D-0","H","OS","24000","24000","A","A","0375","0625","27","35","13","96","164","82"
"GREE","","2235","GREE","GMV-ND09PHS/B-T(U)","H","ID","9500","10500","A","A","0250","0500","28","28","12","73","394","98"
"GREE","","2235","GREE","GMV-ND09T/C-T(U)","H","IC","9500","10500","A","A","0250","0500","33","33","10","13","394","98"
"GREE","","2235","GREE","GMV-ND09T/E-T(U)","H","IC","9500","10500","A","A","0250","0375","22","22","10","39","394","98"
"GREE","","2235","GREE","GMV-ND09TD/A-T(U)","H","IC","9500","10500","A","A","0250","0375","20","52","12","44","394","98"
"GREE","","2235","GREE","GMV-ND09TS/B-T(U)","H","IC","9500","10500","A","A","0250","0375","25","31","11","56","394","98"
"GREE","","2235","GREE","GMV-ND09ZD/A-T(U)","H","IF","9500","10500","A","A","0250","0375","9","48","28","35","394","98"
"GREE","","2235","GREE","GMV-ND30T-C-T(U)","H","IC","30000","34000","A","A","0375","0625","38","38","15","68","394","98"
"GREE","","2235","GREE","GMV-ND30ZD/A-T(U)","H","IF","30000","33000","A","A","0375","0625","10","56","28","35","394","98"
"GREE","","2235","GREE","GMV-ND36PHS/B-T(U)","H","ID","36000","40000","A","A","0375","0625","28","55","12","121","394","98"
"GREE","","2235","GREE","GMV-ND36T-C-T(U)","H","IC","36000","40000","A","A","0375","0625","38","38","15","77","394","98"
"GREE","","2235","GREE","GMV-ND36ZD/A-T(U)","H","IF","36000","40000","A","A","0375","0625","10","66","28","35","394","98"
"GREE","","2235","GREE","GMV-ND42PHS/B-T(U)","H","ID","42000","47000","A","A","0375","0625","28","55","12","121","394","98"
"GREE","","2235","GREE","GMV-ND42T-C-T(U)","H","IC","42000","47000","A","A","0375","0625","38","38","15","77","394","98"
"GREE","","2235","GREE","GMV-ND42ZD/A-T(U)","H","IF","42000","47000","A","A","0375","0625","10","66","28","35","394","98"
"GREE","","2235","GREE","GMV-ND48T-C-T(U)","H","IC","48000","52000","A","A","0375","0625","38","38","15","77","394","98"
"GREE","","2235","GREE","GMV-ND48ZD/A-T(U)","H","IF","48000","54000","A","A","0375","0625","10","66","28","35","394","98"
"GREE","","2235","GREE","GMV-V36WL/C-T(U)","H","OM","36000","36000","A","A","0375","0625","53","35","13","250","262","164"
"GREE","","2235","GREE","GMV-V48WL/C-T(U)","H","OM","48000","48000","A","A","0375","0625","53","35","13","250","262","164"
"GREE","","2235","GREE","GMV-V60WL/C-T(U)","H","OM","60000","60000","A","A","0375","0750","53","35","13","250","262","164"
"GREE","","2235","GREE","LIV09HP115V1R32AH","H","IW","9100","10000","D","A","0250","0375","11","33","8","20","66","40"
"GREE","","2235","GREE","LIV09HP115V1R32AO","H","OS","9100","10000","D","A","0250","0375","22","29","13","55","66","40"
"GREE","","2235","GREE","LIV09HP230V1R32AH","H","IW","9100","10000","A","A","0250","0375","11","33","8","20","66","40"
"GREE","","2235","GREE","LIV09HP230V1R32AO","H","OS","9100","10000","A","A","0250","0375","22","29","13","53","66","40"
"GREE","","2235","GREE","LIV12HP115V1R32AH","H","IW","12000","12000","D","A","0250","0375","11","33","8","20","66","40"
"GREE","","2235","GREE","LIV12HP115V1R32AO","H","OS","12000","12000","D","A","0250","0375","22","29","13","58","66","40"
"GREE","","2235","GREE","LIV12HP230V1R32AH","H","IW","12000","12000","A","A","0250","0375","11","33","8","20","66","40"
"GREE","","2235","GREE","LIV12HP230V1R32AO","H","OS","12000","12000","A","A","0250","0375","22","29","13","56","66","40"
"GREE","","2235","GREE","LIV18HP230V1R32AH","H","IW","18000","19100","A","A","0250","0500","14","37","10","29","82","33"
"GREE","","2235","GREE","LIV18HP230V1R32AO","H","OS","18000","19100","A","A","0250","0500","22","32","14","71","82","33"
"GREE","","2235","GREE","LIV24HP230V1R32AH","H","IW","24000","24000","A","A","0250","0500","14","42","10","33","131","82"
"GREE","","2235","GREE","LIV24HP230V1R32AO","H","OS","24000","24000","A","A","0250","0500","26","38","16","94","131","82"
"GREE","","2235","GREE","LIV30HP230V1R32AH","H","IW","30000","30000","A","A","0250","0625","14","42","10","34","131","82"
"GREE","","2235","GREE","LIV30HP230V1R32AO","H","OS","30000","30000","A","A","0250","0625","29","39","16","117","131","82"
"GREE","","2235","GREE","LIV36HP230V1R32AH","H","IW","33600","33600","A","A","0250","0625","14","42","10","34","131","82"
"LGEL","","2236","LGEL","ARUM048GSS5","H","OM","36000","45000","A","A","0375","0625","54","37","13","207","230","49"
"LGEL","","2236","LGEL","ARUN024GSS4","H","OM","24000","26000","A","A","0375","0625","33","37","13","159","82","49"
"LGEL","","2236","LGEL","ARUN038GSS4","H","OM","28400","30000","A","A","0375","0625","54","37","13","207","82","49"
"LGEL","","2236","LGEL","ARUN048GSS4","H","OM","36000","45000","A","A","0375","0625","54","37","13","207","230","49"
"LGEL","","2236","LGEL","ARUN053GSSA","H","OM","42000","48000","A","A","0375","0750","54","37","13","207","230","49"
"LGEL","","2236","LGEL","ARUN060GSS4","H","OM","48000","52500","A","A","0375","0750","54","37","13","260","230","49"
"LGEL","","2236","LGEL","KNSAC091A","H","IW","9000","9000","A","A","0250","0375","12","33","7","19","49","23"
"LGEL","","2236","LGEL","KNSAC091B","H","IW","9000","10900","D","A","0250","0375","12","33","7","19","49","23"
"LGEL","","2236","LGEL","KNSAC121A","H","IW","12000","11000","A","A","0250","0375","12","33","7","19","49","23"
"LGEL","","2236","LGEL","KNSAC121B","H","IW","11000","11000","D","A","0250","0375","12","33","7","19","49","23"
"LGEL","","2236","LGEL","KNSAC181A","H","IW","18000","18000","A","A","0250","0500","14","39","8","26","65","33"
"LGEL","","2236","LGEL","KNSAC241A","H","IW","22000","21200","A","A","0250","0500","14","39","8","26","65","33"
"LGEL","","2236","LGEL","KNSAE091A","H","IW","9000","10900","A","A","0250","0375","12","33","7","19","49","23"
"LGEL","","2236","LGEL","KNSAE121A","H","IW","11000","12000","A","A","0250","0375","12","33","7","19","49","23"
"LGEL","","2236","LGEL","KNSAE181A","H","IW","18000","19000","A","A","0250","0500","14","39","9","26","65","33"
"LGEL","","2236","LGEL","KNSAE241A","H","IW","22000","21200","A","A","0250","0500","14","39","9","26","65","33"
"LGEL","","2236","LGEL","KNSAL091A","H","IW","9000","11000","A","A","0250","0375","12","36","9","25","65","39"
"LGEL","","2236","LGEL","KNSAL121A","H","IW","12000","13000","A","A","0250","0375","12","36","9","25","65","39"
"LGEL","","2236","LGEL","KNSAL151A","H","IW","15000","18000","A","A","0375","0625","15","42","10","38","164","98"
"LGEL","","2236","LGEL","KNSAL181A","H","IW","18000","21600","A","A","0375","0625","15","42","10","38","164","98"
"LGEL","","2236","LGEL","KNSAL241A","H","IW","22000","24000","A","A","0375","0625","15","42","10","38","164","98"
"LGEL","","2236","LGEL","KNSAP241A","H","IW","22000","26000","A","A","0375","0625","15","42","11","37","164","98"
"LGEL","","2236","LGEL","KNSAP301A","H","IW","30000","32400","A","A","0375","0625","15","48","11","41","164","98"
"LGEL","","2236","LGEL","KNSAP361A","H","IW","33000","35200","A","A","0375","0625","15","48","11","41","164","98"
"LGEL","","2236","LGEL","KNSCB241A","H","IC","24000","27000","A","A","0375","0625","11","33","33","45","246","98"
"LGEL","","2236","LGEL","KNSCB301A","H","IC","30000","34000","A","A","0375","0625","11","33","33","56","246","98"
"LGEL","","2236","LGEL","KNSCB361A","H","IC","36000","40000","A","A","0375","0625","11","33","33","56","246","98"
"LGEL","","2236","LGEL","KNSCB421A","H","IC","42000","48000","A","A","0375","0625","11","33","33","60","246","98"
"LGEL","","2236","LGEL","KNSCB481A","H","IC","48000","52000","A","A","0375","0625","11","33","33","60","246","98"
"LGEL","","2236","LGEL","KNSLA181A","H","IA","18000","20000","A","A","0375","0625","49","18","21","122","164","98"
"LGEL","","2236","LGEL","KNSLA241A","H","IA","24000","27000","A","A","0375","0625","49","18","21","122","164","98"
"LGEL","","2236","LGEL","KUMXA361A","H","OM","36000","45000","A","A","0375","0750","54","37","13","218","230","49"
"LGEL","","2236","LGEL","KUMXA421A","H","OM","42000","48000","A","A","0375","0750","54","37","13","218","230","49"
"LGEL","","2236","LGEL","KUMXA481A","H","OM","48000","52500","A","A","0375","0750","54","37","13","218","230","49"
"LGEL","","2236","LGEL","KUSAB091A","H","OS","9000","10900","A","A","0250","0375","22","30","12","69","82","49"
"LGEL","","2236","LGEL","KUSAB121A","H","OS","12000","13600","A","A","0250","0375","22","30","12","69","82","49"
"LGEL","","2236","LGEL","KUSAB181A","H","OS","18000","21600","A","A","0375","0625","33","37","13","128","115","49"
"LGEL","","2236","LGEL","KUSAC091A","H","OS","9000","9000","A","A","0250","0375","20","28","9","55","49","23"
"LGEL","","2236","LGEL","KUSAC091B","H","OS","9000","10900","D","A","0250","0375","20","28","9","55","49","23"
"LGEL","","2236","LGEL","KUSAC121A","H","OS","12000","11000","A","A","0250","0375","20","28","9","55","49","23"
"LGEL","","2236","LGEL","KUSAC121B","H","OS","12000","11000","D","A","0250","0375","20","28","9","55","49","23"
"LGEL","","2236","LGEL","KUSAC181A","H","OS","18000","18000","A","A","0250","0500","26","34","13","93","65","33"
"LGEL","","2236","LGEL","KUSAC241A","H","OS","22000","21200","A","A","0250","0500","26","34","13","93","65","33"
"LGEL","","2236","LGEL","KUSAE091A","H","OS","9000","10900","A","A","0250","0375","20","29","9","55","49","23"
"LGEL","","2236","LGEL","KUSAE121A","H","OS","11000","12000","A","A","0250","0375","20","29","9","55","49","23"
"LGEL","","2236","LGEL","KUSAE181A","H","OS","18000","19000","A","A","0250","0500","26","34","13","93","65","33"
"LGEL","","2236","LGEL","KUSAE241A","H","OS","22000","21200","A","A","0250","0500","26","34","13","93","65","33"
"LGEL","","2236","LGEL","KUSAL091A","H","OS","9000","11000","A","A","0250","0375","26","34","13","99","66","40"
"LGEL","","2236","LGEL","KUSAL121A","H","OS","12000","13000","A","A","0250","0375","26","34","13","99","66","40"
"LGEL","","2236","LGEL","KUSAL151A","H","OS","15000","18000","A","A","0375","0625","33","37","13","135","164","98"
"LGEL","","2236","LGEL","KUSAL181A","H","OS","18000","21600","A","A","0375","0625","33","37","13","135","164","98"
"LGEL","","2236","LGEL","KUSAL241A","H","OS","22000","24000","A","A","0375","0625","33","37","13","135","164","98"
"LGEL","","2236","LGEL","KUSAP241A","H","OS","22000","26000","A","A","0375","0625","33","37","13","135","164","98"
"LGEL","","2236","LGEL","KUSAP301A","H","OS","30000","32400","A","A","0375","0625","33","37","13","148","164","98"
"LGEL","","2236","LGEL","KUSAP361A","H","OS","33000","35200","A","A","0375","0625","33","37","13","148","164","98"
"LGEL","","2236","LGEL","KUSXA121A","H","OS","12500","15000","A","A","0250","0375","33","37","13","141","164","98"
"LGEL","","2236","LGEL","KUSXA181A","H","OS","18000","20000","A","A","0375","0625","33","37","13","141","164","98"
"LGEL","","2236","LGEL","KUSXA241A","H","OS","24000","27000","A","A","0375","0625","33","37","13","141","164","98"
"LGEL","","2236","LGEL","KUSXA301A","H","OS","30000","34000","A","A","0375","0625","55","38","13","190","246","98"
"LGEL","","2236","LGEL","KUSXA361A","H","OS","33000","40000","A","A","0375","0625","55","38","13","190","246","98"
"LGEL","","2236","LGEL","KUSXA421A","H","OS","42000","46000","A","A","0375","0625","55","38","13","213","246","98"
"LGEL","","2236","LGEL","KUSXA481A","H","OS","46000","50000","A","A","0375","0625","55","38","13","213","246","98"
"LGEL","","2236","LGEL","KUSXB091A","H","OS","9000","11000","A","A","0250","0375","21","30","12","75","66","49"
"LGEL","","2236","LGEL","KUSXB121A","H","OS","11100","14000","A","A","0250","0375","21","30","12","75","66","49"
"LGEL","","2236","LGEL","KUSXB181A","H","OS","18000","20000","A","A","0250","0500","22","31","11","136","164","98"
"LGEL","","2236","LGEL","KUSXB241A","H","OS","23000","27000","A","A","0375","0625","33","37","13","136","164","98"
"LGEL","","2236","LGEL","KUSXB301A","H","OS","30000","33000","A","A","0375","0625","33","37","13","141","164","98"
"LGEL","","2236","LGEL","KUSXB361A","H","OS","36000","40000","A","A","0375","0625","33","37","13","190","246","98"
"LGEL","","2236","LGEL","KUSXB421A","H","OS","42000","48000","A","A","0375","0625","54","37","13","190","246","98"
"LGEL","","2236","LGEL","KUSXB481A","H","OS","48000","51000","A","A","0375","0625","54","37","13","190","246","98"
"MRCL","","2238","MRCL","A-09-HP-C-115C","H","OS","9000","10000","D","A","0250","0375","15","30","12","58","82","33"
"MRCL","","2238","MRCL","A-09-HP-C-230C","H","OS","9000","10000","A","A","0250","0375","15","30","12","55","82","33"
"MRCL","","2238","MRCL","A-09-HP-WMAH-115C","H","IW","9000","10000","D","A","0250","0375","11","25","7","17","82","33"
"MRCL","","2238","MRCL","A-09-HP-WMAH-230C","H","IW","9000","10000","A","A","0250","0375","11","28","7","17","82","33"
"MRCL","","2238","MRCL","A-12-HP-C-115C","H","OS","12000","12000","D","A","0250","0500","15","30","12","62","82","33"
"MRCL","","2238","MRCL","A-12-HP-C-230C","H","OS","12000","12000","A","A","0250","0500","22","30","12","59","82","33"
"MRCL","","2238","MRCL","A-12-HP-WMAH-115C","H","IW","12000","12000","D","A","0250","0500","12","32","7","20","82","33"
"MRCL","","2238","MRCL","A-12-HP-WMAH-230C","H","IW","12000","12000","A","A","0250","0500","12","32","7","20","82","33"
"MRCL","","2238","MRCL","A-18-HP-C-230C","H","OS","18000","18800","A","A","0250","0500","22","32","13","73","98","66"
"MRCL","","2238","MRCL","A-18-HP-WMAH-230C","H","IW","18000","18800","A","A","0250","0500","13","38","8","24","98","66"
"MRCL","","2238","MRCL","A-24-HP-C-230C","H","OS","24000","24000","A","A","0375","0625","27","35","13","98","164","82"
"MRCL","","2238","MRCL","A-24-HP-WMAH-230C","H","IW","24000","24000","A","A","0375","0625","13","43","9","30","164","82"
"MRCL","","2238","MRCL","A-36-HP-C-230C","H","OS","36000","36000","A","A","0375","0625","32","37","16","150","213","98"
"MRCL","","2238","MRCL","A-36-HP-WMAH-230C","H","IW","36000","36000","A","A","0375","0625","14","50","11","40","213","98"
"MRCL","","2238","MRCL","CASSETTE 12HP-230","H","IC","12000","12000","A","A","0250","0500","10","22","22","35","82","33"
"MRCL","","2238","MRCL","CASSETTE 18HP-230","H","IC","18000","18000","A","A","0250","0500","10","22","22","35","98","66"
"MRCL","","2238","MRCL","CASSETTE 24HP-230","H","IC","24000","24000","A","A","0375","0625","8","33","33","46","164","82"
"MRCL","","2238","MRCL","DUCT 09HP-230","H","ID","9000","9000","A","A","0250","0375","8","28","20","39","82","33"
"MRCL","","2238","MRCL","DUCT 12HP-230","H","ID","12000","12000","A","A","0250","0500","8","28","20","39","82","33"
"MRCL","","2238","MRCL","DUCT 18HP-230","H","ID","18000","18000","A","A","0250","0500","8","35","28","55","98","66"
"MRCL","","2238","MRCL","DUCT 24HP-230","H","ID","24000","24000","A","A","0375","0625","10","43","30","90","164","82"
"MRCL","","2238","MRCL","MULTI2-18HP230B","H","OM","18000","18000","A","A","0250","0375","27","35","13","100","82","49"
"FUJI","","2331","FUJI","ADUH12KUAS","H","ID","12000","12000","A","A","0250","0375","8","28","24","37","66","49"
"FUJI","","2331","FUJI","ADUH18KUAS","H","ID","18000","18000","A","A","0250","0500","8","35","24","44","66","49"
"FUJI","","2331","FUJI","ADUH24KUAS","H","ID","24000","24000","A","A","0250","0500","8","43","24","53","66","49"
"FUJI","","2331","FUJI","AGUH09KUAS","H","IF","9000","12000","A","A","0250","0375","24","29","8","31","65","49"
"FUJI","","2331","FUJI","AGUH12KUAS","H","IF","12000","16000","A","A","0250","0375","24","29","8","31","98","49"
"FUJI","","2331","FUJI","AGUH18KUAS","H","IF","14200","18000","A","A","0250","0375","24","29","8","31","98","49"
"FUJI","","2331","FUJI","AMUH12KUAS","H","IA","12000","16000","A","A","0250","0375","43","18","21","101","98","49"
"FUJI","","2331","FUJI","AMUH18KUAS","H","IA","18000","21000","A","A","0250","0500","43","18","21","107","98","49"
"FUJI","","2331","FUJI","AMUH24KUAS","H","IA","24000","27000","A","A","0250","0500","43","18","21","110","164","98"
"FUJI","","2331","FUJI","AMUH30KUAS","H","IA","30000","32000","A","A","0375","0625","48","21","21","137","164","98"
"FUJI","","2331","FUJI","AMUH36KUAS","H","IA","36000","38000","A","A","0375","0625","48","21","21","137","264","98"
"FUJI","","2331","FUJI","AMUH48KUAS","H","IA","45500","51000","A","A","0375","0625","48","21","21","137","246","98"
"FUJI","","2331","FUJI","AOLH09KNAS1","H","OS","9000","9000","D","A","0250","0375","21","26","11","51","66","49"
"FUJI","","2331","FUJI","AOLH12KNAS1","H","OS","12000","12000","D","A","0250","0375","21","26","11","55","66","49"
"FUJI","","2331","FUJI","AOUH09KMAS1","H","OS","9000","12000","A","A","0250","0375","21","31","11","68","66","49"
"MRCL","","2238","MRCL","MULTI3-27HP230B","H","OM","27000","27000","A","A","0250","0500","32","37","16","140","98","49"
"MRCL","","2238","MRCL","MULTI4-36HP230B","H","OM","36000","36000","A","A","0250","0500","32","37","16","169","114","49"
"MRCL","","2238","MRCL","MULTI5-48HP230B","H","OM","48000","48000","A","A","0375","0625","52","37","16","225","114","49"
"MRCL","","2238","MRCL","O-09-HP-WMAH-230B","H","IW","9000","12000","A","A","0250","0375","12","34","9","23","82","33"
"MRCL","","2238","MRCL","O-09-WMAH-230B","H","IW","9000","10000","A","A","0250","0375","12","34","9","23","82","33"
"MRCL","","2238","MRCL","O-12-HP-WMAH-230B","H","IW","12000","12000","A","A","0250","0500","12","34","9","23","82","33"
"MRCL","","2238","MRCL","O-12-WMAH-230B","H","IW","12000","12000","A","A","0250","0500","12","34","9","23","82","33"
"MRCL","","2238","MRCL","O-18-HP-WMAH-230B","H","IW","18000","18000","A","A","0250","0500","13","40","10","27","98","66"
"MRCL","","2238","MRCL","O-18-WMAH-230B","H","IW","18000","19000","A","A","0250","0500","13","40","10","27","98","66"
"MRCL","","2238","MRCL","O-24-HP-WMAH-230B","H","IW","24000","29000","A","A","0375","0625","15","47","11","44","164","82"
"MRCL","","2238","MRCL","O-24-WMAH-230B","H","IW","24000","25000","A","A","0375","0625","15","47","11","44","164","82"
"MRCL","","2238","MRCL","O-ES-09-HP-C-230B","H","OS","9000","10000","A","A","0250","0375","22","30","12","64","82","33"
"MRCL","","2238","MRCL","O-ES-12-HP-C-230B","H","OS","12000","12000","A","A","0250","0500","22","30","12","64","82","33"
"MRCL","","2238","MRCL","O-ES-18-HP-C-230B","H","OS","18000","19000","A","A","0250","0500","27","35","13","94","98","66"
"MRCL","","2238","MRCL","O-ES-24-HP-C-230B","H","OS","24000","25000","A","A","0375","0625","32","37","16","125","164","82"
"MRCL","","2238","MRCL","O-HH-09-HP-C-230B","H","OS","9000","12000","A","A","0250","0375","22","32","13","74","82","33"
"MRCL","","2238","MRCL","O-HH-12-HP-C-230B","H","OS","12000","12000","A","A","0250","0500","22","32","13","74","82","33"
"MRCL","","2238","MRCL","O-HH-18-HP-C-230B","H","OS","18000","18000","A","A","0250","0500","27","35","13","101","98","66"
"MRCL","","2238","MRCL","O-HH-24-HP-C-230B","H","OS","24000","29000","A","A","0375","0625","32","37","16","134","164","82"
"FUJI","","2331","FUJI","ABUH18KUAS","H","IU","18000","21600","A","A","0250","0500","9","42","27","53","98","49"
"FUJI","","2331","FUJI","ABUH24KUAS","H","IU","24000","27000","A","A","0250","0500","9","54","27","68","164","98"
"FUJI","","2331","FUJI","ABUH30KUAS","H","IU","30000","32000","A","A","0375","0625","9","54","27","68","164","98"
"FUJI","","2331","FUJI","ABUH36KUAS","H","IU","36000","38000","A","A","0375","0625","9","67","27","84","164","98"
"FUJI","","2331","FUJI","ACUH07KUAS","H","IC","7000","7000","A","A","0250","0375","10","22","22","33","66","49"
"FUJI","","2331","FUJI","ACUH09KUAS","H","IC","9000","12000","A","A","0250","0375","10","22","22","33","66","49"
"FUJI","","2331","FUJI","ACUH12KUAS","H","IC","12000","16000","A","A","0250","0375","10","22","22","33","98","49"
"FUJI","","2331","FUJI","ACUH18KUAS","H","IC","18000","21600","A","A","0250","0500","10","22","22","35","98","49"
"FUJI","","2331","FUJI","ADUH07KUAS","H","ID","7000","7000","A","A","0250","0375","8","28","24","35","66","49"
"FUJI","","2331","FUJI","ADUH09KUAS","H","ID","9000","9000","A","A","0250","0375","8","28","24","37","66","49"
